ID	Modulo	Pregunta	Opciones de respuesta
F58	PAREJA ACTUAL	58 ¿Cuántos de sus hijos/as son de su actual esposo/a o pareja? (Contexto: Casadas o Unidas, si F57>0)	Anote cantidad
F59	PAREJA ACTUAL	59 Contando a su actual novio/a o pareja no conviviente ¿Cuántas parejas o novios/as estables ha tenido? (Contexto: Solteras con pareja no conviviente)	Anote cantidad. Si es mayor o igual a 2 continúe, sino pase a preg.61.
F60	PAREJA ACTUAL	60 ¿A qué edad tuvo su primer novio/a o pareja estable? (Contexto: Solteras con pareja no conviviente, si F59>=2)	Anote cantidad.
F61	PAREJA ACTUAL	61 ¿A qué edad tuvo su primer relación sexual? (Contexto: Solteras con pareja no conviviente)	Anote edad (años). Si no tuvo si primera relación sexual resgistre 99. Si registra 99 pase a preg 70.
F62	RELACIÓN DE PAREJA ACTUAL	Con su actual novio/a o pareja, ¿mantiene relaciones sexuales?	1 - Sí, 2 - No
F63	RELACIÓN DE PAREJA ACTUAL	En total, ¿cuántos hijos/as tiene? (Considere hijos biológicos nacidos vivos y adoptivos)	Anote cantidad
F64	RELACIÓN DE PAREJA ACTUAL	¿Cuántos de sus hijos/as son de su actual novio/a o pareja estable?	Anote cantidad
F65	PARA LAS SEPARADAS, DIVORCIADAS O VIUDAS CON PAREJA	¿A que edad se casó o se unió con su ex esposo/a o ex pareja?	Anote cantidad (años)
F66	PARA LAS SEPARADAS, DIVORCIADAS O VIUDAS CON PAREJA	Contando a su ex esposo/a o ex pareja ¿cuántas veces ha estado casada o unida?	Anote cantidad
F67	PARA LAS SEPARADAS, DIVORCIADAS O VIUDAS CON PAREJA	¿A qué edad se casó o se unió por primera vez?	Anote cantidad (años)
F68	PARA LAS SEPARADAS, DIVORCIADAS O VIUDAS CON PAREJA	En total ¿cuántos hijos/as tiene? (Considere hijos biológicos nacidos vivos y adoptivos)	Anote cantidad
F69	PARA LAS SEPARADAS, DIVORCIADAS O VIUDAS CON PAREJA	¿Cuántos de sus hijos/as son de su ex esposo/a o ex pareja?	Anote cantidad
F70	PARA TODAS LAS QUE ACTUALMENTE TIENEN PAREJA	¿Desde hace cuánto tiempo mantiene esta relación de pareja o noviazgo?	1 - Menos de un año, 2 - Un año, 3 - Dos a cuatro años, 4 - Cinco y más años
F71	CARACTERIZACIÓN DE LA PAREJA ACTUAL	Actualmente, ¿cuántos años cumplidos tiene su pareja, esposo/a o novio/a?	Anote cantidad (años)
F72	CARACTERIZACIÓN DE LA PAREJA ACTUAL	Su pareja, esposo/a o novio/a es...	1 - Hombre, 2 - Mujer
F73_1	CARACTERIZACIÓN DE LA PAREJA ACTUAL	¿Su pareja, esposo/a o novio/a actual tiene ascendencia Afro o Negra?	1 - Sí, 2 - No
F73_2	CARACTERIZACIÓN DE LA PAREJA ACTUAL	¿Su pareja, esposo/a o novio/a actual tiene ascendencia Asiática o Amarilla?	1 - Sí, 2 - No
F73_3	CARACTERIZACIÓN DE LA PAREJA ACTUAL	¿Su pareja, esposo/a o novio/a actual tiene ascendencia Blanca?	1 - Sí, 2 - No
F73_4	CARACTERIZACIÓN DE LA PAREJA ACTUAL	¿Su pareja, esposo/a o novio/a actual tiene ascendencia Indígena?	1 - Sí, 2 - No
F73_5	CARACTERIZACIÓN DE LA PAREJA ACTUAL	¿Su pareja, esposo/a o novio/a actual tiene otra ascendencia?	1 - Sí, 2 - No
F74	CARACTERIZACIÓN DE LA PAREJA ACTUAL	La semana pasada su pareja, esposo/a o novio/a...	1 - Trabajó (Pase a preg.76), 2 - Tenía trabajo pero no trabajó (Pase a preg.76), 3 - Buscó trabajo (Pase a preg.76), 4 - No trabajo
F75_1	CARACTERIZACIÓN DE LA PAREJA ACTUAL	¿Su pareja, esposo/a o novio/a es estudiante?	1 - Sí, 2 - No
F75_2	CARACTERIZACIÓN DE LA PAREJA ACTUAL	¿Su pareja, esposo/a o novio/a se dedica a los quehaceres del hogar exclusivamente?	1 - Sí, 2 - No
F75_3	CARACTERIZACIÓN DE LA PAREJA ACTUAL	¿Su pareja, esposo/a o novio/a es jubilado/a o pensionista?	1 - Sí, 2 - No
F75_4	CARACTERIZACIÓN DE LA PAREJA ACTUAL	¿Su pareja, esposo/a o novio/a tiene alguna limitación física o mental que le impide trabajar?	1 - Sí, 2 - No
F76_1_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	Desde que empezó la relación con su pareja, esposo/a o novio/a, ¿él/ella se dirigió a usted con palabras groseras o agresivas que la han hecho sentir mal?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_1_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_2_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	Se burló o la criticó por sus características físicas, su conocimiento, su forma de pensar, actuar y sentir y/o la criticó por lo que hace o deja de hacer?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_2_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_3_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	La humilló, avergonzó o menospreció?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_3_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_4_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	La celó o la acusó de ser infiel de manera infundada?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_4_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_5_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	La ignoró y/o no la tomó en cuenta en las decisiones?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_5_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_6_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	La siguió, vigiló o le revisó sus cosas u objetos personales?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_6_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_7_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	Le prohibió o le impidió relacionarse con amigos/as y/o familiares?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_7_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_8_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	Le impidió o le puso obstáculos para que usted realice actividades recreativas, deportivas o de estudio fuera de su casa?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_8_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_9_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	La encerró o le impidió salir de su casa?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_9_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_10_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	Le exigió u obligó a cambiar su manera de vestir o comportarse?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_10_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_11_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	Le rompió o escondió algún objeto personal?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_11_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_12_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	La amenazó con quitarle sus hijos/as y/o no permitirle verlos de nuevo?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (Sólo si no tienen hijos/as)
F76_12_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (Sólo si no tienen hijos/as)
F76_13_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	La amenazó con matarla, matarse o matar a los niños o alguien que a usted le importa?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_13_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_14_1	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	Le ha hecho sentir miedo?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F76_14_2	VIOLENCIA PSICOLÓGICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F77_1_1	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA PAREJA ACTUAL	Desde que empezó la relación con su pareja, esposo/a, ¿él/ella se negó a darle suficiente dinero o dejó de darle dinero para los gastos del hogar y de sus hijos/as, a pesar de tenerlo?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F77_1_2	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F77_2_1	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA PAREJA ACTUAL	Se gastó el dinero que estaba destinado a cubrir las necesidades del hogar o de los hijos/as?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F77_2_2	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F77_3_1	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA PAREJA ACTUAL	Le quitó o se adueñó de su dinero, de bienes o cosas que son de usted?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F77_3_2	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F77_4_1	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA PAREJA ACTUAL	Le prohibió trabajar de forma remunerada?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F77_4_2	VIOLENCIA ECONÓMICA - PATRIMONIAL DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F78_1_1	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	Desde que empezó la relación con su pareja, esposo/a o novio/a, ¿él/ella la empujó, la tiró del pelo, la sacudió, la escupió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F78_1_2	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F78_2_1	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	Le dio cachetadas o la golpeó con las manos?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F78_2_2	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F78_3_1	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	Le tiró con zapatos, utensilios de cocina, muebles o cualquier otro objeto?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F78_3_2	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F78_4_1	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	La golpeó con el puño, la pateó o golpeó con un objeto (como un palo)?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F78_4_2	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F78_5_1	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	La quemó?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F78_5_2	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F78_6_1	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	La ató?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F78_6_2	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F78_7_1	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	Intentó ahorcarla o asfixiarla?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F78_7_2	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F78_8_1	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	Intentó envenenarla o intoxicarla?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F78_8_2	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F78_9_1	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	La amenazó con un arma de fuego, arma blanca (cuchillo, navaja) u otra arma?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F78_9_2	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F78_10_1	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	La agredió con un arma blanca (cuchillo, navaja) o le disparó con un arma de fuego?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F78_10_2	VIOLENCIA FÍSICA DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F79_1_1	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	Desde que empezó la relación con su pareja, esposo/a o novio/a, ¿él/ella la obligó a tener relaciones sexuales en contra de su voluntad, mediante la fuerza física?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F79_1_2	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F79_2_1	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	Intentó tener relaciones sexuales mediante amenazas o chantajes?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F79_2_2	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F79_3_1	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	La obligó a tener relaciones sexuales por medio de amenazas o chantajes?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F79_3_2	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F79_4_1	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	La obligó a realizar actos sexuales que usted no quiere, no le gustan o considera humillantes?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F79_4_2	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F79_5_1	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	La ha obligado a mirar escenas o actos sexuales?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F79_5_2	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F79_6_1	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	La obligó a tener relaciones sexuales con otras personas a cambio de dinero o beneficios para su pareja?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez
F79_6_2	VIOLENCIA SEXUAL DE LA PAREJA ACTUAL	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
F91	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	Actualmente ¿Cuántos años cumplidos tiene o tenía su ex pareja, ex esposo/a o ex novio/a?	Anote edad (años)
F92	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	Su ex pareja, esposo/a o novio/a es...	1 - Hombre, 2 - Mujer
F93_1	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Su ex pareja, esposo/a o novio/a tiene ascendencia Afro o Negra?	1 - Sí, 2 - No
F93_2	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Su ex pareja, esposo/a o novio/a tiene ascendencia Asiática o Amarilla?	1 - Sí, 2 - No
F93_3	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Su ex pareja, esposo/a o novio/a tiene ascendencia Blanca?	1 - Sí, 2 - No
F93_4	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Su ex pareja, esposo/a o novio/a tiene ascendencia Indígena?	1 - Sí, 2 - No
F93_5	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Su ex pareja, esposo/a o novio/a tiene otra ascendencia?	1 - Sí, 2 - No
F94	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	Contando su ex-novio/a o ex-pareja ¿cuántas parejas o novios/as estables ha tenido?	Anote cantidad
F95	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿A qué edad tuvo su primer novio/a o pareja estable?	Anote edad (años)
F96	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿A qué edad tuvo su primer relación sexual?	Anote edad (años) / 99 - No aplica
F97	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	Con su actual ex novio/a o ex-pareja, ¿tenía relaciones sexuales?	1 - Sí, 2 - No
F98	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	En total, ¿cuántos hijos/as tiene? (Considere hijos biológicos nacidos vivos y adoptivos)	Anote cantidad
F99	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Cuántos de sus hijos/as son de su ex-novio o ex-pareja estable?	Anote cantidad
F99_1	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Alguno de sus hijos en común son menores de 18 años?	1 - Sí, 2 - No (Pase a preg.105)
F100	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿A qué edad se casó o se unió con su ex-esposo o ex-pareja?	Anote edad (años)
F101	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	Contando su ex-esposo/a o ex-pareja ¿cuántas veces ha estado casada o unida?	Anote cantidad
F102	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿A qué edad se casó o se unió por primera vez?	Anote edad (años)
F103	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	En total, ¿cuántos hijos/as tiene? (Considere hijos biológicos nacidos vivos y adoptivos)	Anote cantidad
F104	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Cuántos de sus hijos/as son de su ex-esposo o ex-pareja?	Anote cantidad
F104_1	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Alguno de sus hijos en común son menores de 18 años?	1 - Sí, 2 - No
F105	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	La semana pasada su ex-pareja, ex-esposo/a o ex-novio/a...	1 - Trabajó (Pase a preg.107), 2 - Tenía trabajo pero no trabajó (Pase a preg.107), 3 - Buscó trabajo (Pase a preg.107), 4 - No trabajo, 5 - No sabe
F105	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	La semana pasada su ex-pareja, ex-esposo/a o ex-novio/a...	1 - Trabajó (Pase a preg.107), 2 - Tenía trabajo pero no trabajó (Pase a preg.107), 3 - Buscó trabajo (Pase a preg.107), 4 - No trabajo, 5 - No sabe
F106_1	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Su ex-pareja, ex-esposo/a o ex-novio/a es estudiante?	1 - Sí, 2 - No
F106_2	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Se dedica a los quehaceres del hogar exclusivamente?	1 - Sí, 2 - No
F106_3	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Es jubilado/a o pensionista?	1 - Sí, 2 - No
F106_4	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Tiene alguna limitación física o mental que le impide trabajar?	1 - Sí, 2 - No
F106_5	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿No sabe?	1 - Sí, 2 - No
F107	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Hace cuánto tiempo se separó, se divorció o murió su ex-pareja, ex-esposo/a o ex novio/a?	Anote tiempo (años) / 00 - Menos de 1 año
F108	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Sigue viendo o tratando con frecuencia o regularidad a su ex-pareja, ex-esposo/a o ex-novio/a?	1 - Sí, 2 - No
F109_1	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Por qué o para qué se mantiene en contacto con él/ella? (Por los hijos)	1 - Sí, 2 - No
F109_2	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	(Por la pensión alimenticia o bienes económicos en común)	1 - Sí, 2 - No
F109_3	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	(Porque siguen siendo buenos amigos)	1 - Sí, 2 - No
F109_4	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	(Porque él no acepta la separación y la busca/vigila)	1 - Sí, 2 - No
F109_5	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	(Otro)	1 - Sí, 2 - No
F110	CARACTERIZACIÓN DE LA ÚLTIMA PAREJA	¿Hace cuánto fue la última vez que lo/la vio o trató con él/ella?	Anote tiempo (años) / 00 - Menos de un año
F111_1_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	Durante la relación con su ex pareja, ex esposo/a o novio/a, ¿él/ella se dirigió a usted con palabras groseras o agresivas que la han hecho sentir mal?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (no tienen hijos/as)
F111_1_2	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	En los últimos 12 meses (de setiembre de 2012 a la fecha), ¿esto ocurrió?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica (si no tiene hijos o más de un año)
F111_2_1	VIOLENCIA PSICOLÓGICA DE LA ÚLTIMA PAREJA	Se burló o la criticó por sus características físicas, su conocimiento, su forma de pensar, actuar y sentir y/o la criticó por lo que hace o deja de hacer?	1 - Una vez, 2 - Pocas veces, 3 - Muchas veces, 4 - Ninguna vez, 9 - No aplica
